row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Wax_Ext_blank.mzXML Peak height,53_Wax_Brote_24_ 8mg_2.mzXML Peak height,45_Wax_Callo_52_9mg_2.mzXML Peak height,11_Wax_Callo_52_9mg_3.mzXML Peak height,13_Wax_Brote_50 _ 1mg_3.mzXML Peak height,29_Wax_Brote_25_ 3 mg_3.mzXML Peak height,37_Wax_Brote_27_8 mg_1.mzXML Peak height,46_Wax_Brote_33_4mg_3.mzXML Peak height,10_Wax_QC.mzXML Peak height,20_Wax_Brote_6_6mg_1.mzXML Peak height,62_Wax_Callo_56_2mg_1.mzXML Peak height,18_Wax_Brote_6_6mg_2.mzXML Peak height,52_Wax_Brote_14_5mg_3.mzXML Peak height,40_Wax_Brote_6_6mg_2.mzXML Peak height,42_Wax_Callo_56_2mg_2.mzXML Peak height,14_Wax_Brote_44_2 mg_2.mzXML Peak height,12_Wax_Brote_14_5mg_1.mzXML Peak height,55_Wax_QC.mzXML Peak height,23_Wax_Brote_50 _ 1mg_2.mzXML Peak height,9_Wax_QC.mzXML Peak height,57_Wax_Brote_27_8 mg_3.mzXML Peak height,34_Wax_Brote_14_5mg_2.mzXML Peak height,54_Wax_Brote_44_2 mg_1.mzXML Peak height,43_Wax_Brote_33_5 mg_2.mzXML Peak height,63_Wax_Brote_6_8mg_2.mzXML Peak height,59_Wax_Callo_40_2mg_2.mzXML Peak height,17_Wax_Brote_33_5 mg_3.mzXML Peak height,47_Wax_Brote_12_5mg_1.mzXML Peak height,27_Wax_Brote_12_5mg_2.mzXML Peak height,21_Wax_QC.mzXML Peak height,15_Wax_Brote_76_08mg_1.mzXML Peak height,65_Wax_QC.mzXML Peak height,25_Wax_Brote_44_2 mg_3.mzXML Peak height,26_Wax_Brote_6_8mg_1.mzXML Peak height,58_Wax_Brote_22_3mg_1.mzXML Peak height,39_Wax_Callo_52_9mg_1.mzXML Peak height,35_Wax_Brote_76_08mg_3.mzXML Peak height,16_Wax_Brote_25_ 3 mg_1.mzXML Peak height,31_Wax_Brote_22_3mg_3.mzXML Peak height,51_Wax_Brote_33_5 mg_1.mzXML Peak height,28_Wax_Brote_24_ 8mg_3.mzXML Peak height,30_Wax_Brote_33_4mg_2.mzXML Peak height,38_Wax_Callo_40_2mg_3.mzXML Peak height,48_Wax_Brote_6_8mg_3.mzXML Peak height,60_Wax_Brote_50 _ 1mg_1.mzXML Peak height,61_Wax_Callo_56_2mg_3.mzXML Peak height,36_Wax_Callo_40_2mg_1.mzXML Peak height,22_Wax_Brote_76_08mg_2.mzXML Peak height,44_Wax_QC.mzXML Peak height,66_Wax_QC.mzXML Peak height,50_Wax_Brote_24_ 8mg_1.mzXML Peak height,49_Wax_Brote_27_8 mg_2.mzXML Peak height,24_Wax_Brote_33_4mg_1.mzXML Peak height,32_Wax_QC.mzXML Peak height,19_Wax_Brote_22_3mg_2.mzXML Peak height,64_Wax_Brote_25_ 3 mg_2.mzXML Peak height,41_Wax_Brote_12_5mg_3.mzXML Peak height,
8810,57.06326769567405,32.98875,,,,,,,,,,,0,0,0,0,0,4047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360.3826,0,0,0,0,0,0,0,0,0,0,0,0,3912.2566,0,0,0,0,0,3435.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8812,57.05616098897749,32.993336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087.3167,0,0,0,0,0,0,3707.0593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3101.0125,0,0,0,0,0,0,
8813,57.05801818922563,32.995,,,,,,,,,,,0,0,0,0,0,0,0,2884.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529.4988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494.6414,0,
8815,57.06210799727889,32.995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2423.5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509.7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823.0889,0,0,0,0,0,
8856,103.05963922663678,33.05,,,,,,,,,,,636.0,624.90094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.291,0,0,0,0,0,0,0,0,
8877,73.05000305175781,33.078335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516.8248,0,0,1545.2738,0,0,
8886,89.04207775903426,33.09,,,,,,,,,,,0,0,0,0,0,0,0,1599.2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628.3763,0,0,0,0,0,0,0,0,0,0,1593.9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8890,87.04560311934132,33.09833,,,,,,,,,,,0,0,0,0,1225.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.0,0,0,0,0,0,0,0,0,1106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8908,89.04422598201735,33.114998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1791.4861,1631.4684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.6652,0,0,0,0,0,0,0,1670.8713,0,0,0,0,0,0,0,0,0,0,
8916,89.0440511108298,33.12375,,,,,,,,,,,0,0,1611.3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724.8386,0,0,0,0,0,0,1627.8245,0,0,0,0,0,0,1589.0349,0,
8925,89.04405967325617,33.13667,,,,,,,,,,,0,0,0,0,0,1710.4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656.8076,0,0,1604.1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8957,89.04639127124472,33.175003,,,,,,,,,,,0,0,0,1926.6196,0,0,1662.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566.0743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.4958,0,0,0,0,
8958,89.04604742826706,33.17875,,,,,,,,,,,0,0,0,0,1896.361,0,0,0,0,0,0,0,0,0,0,1832.142,1895.6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826.0319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8967,89.04354144598464,33.191666,,,,,,,,,,,0,0,0,0,0,0,0,1598.4781,0,0,0,1737.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8968,89.04209868800456,33.1925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1638.7872,0,0,0,0,0,0,0,0,0,1612.9465,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.4834,0,0,0,0,0,0,0,0,0,0,1726.3016,0,0,0,0,0,0,0,0,0,
8978,89.04790766705848,33.208332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1584.3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870.6324,0,0,0,0,0,0,0,1535.8156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8986,89.04397086397444,33.22286,,,,,,,,,,,0,1655.7365,0,0,0,0,1612.9482,0,0,0,0,0,0,0,0,0,0,0,0,0,1599.1447,0,0,0,0,0,0,0,1756.9213,0,0,1531.9987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603.9558,1540.9924,0,0,0,0,0,0,0,
9008,89.0470120764709,33.25375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.4281,1607.9155,0,0,0,0,0,0,0,1738.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567.2703,0,
9032,89.04582326727939,33.28,,,,,,,,,,,0,0,0,0,0,0,0,1594.8501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832.5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588.4171,0,0,0,0,0,
9033,89.04916654617966,33.28125,,,,,,,,,,,0,0,0,0,1876.8422,0,0,0,0,0,0,0,0,0,1686.6139,0,0,0,0,1782.203,0,0,0,0,0,0,0,0,0,0,0,1533.6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9034,59.05010765308568,33.283337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1333.119,0,0,0,0,0,0,1317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366.9407,0,0,0,0,0,0,0,0,0,0,0,
9035,59.0470376810562,33.2875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.5475,0,0,0,0,0,0,0,1444.0,1292.6125,0,0,0,1356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9044,72.05506610844847,33.2975,,,,,,,,,,,0,0,633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.0,0,0,0,0,0,677.26715,
9054,89.05000305175781,33.318333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734.4785,0,0,0,0,0,0,0,0,0,0,0,1753.0916,0,0,0,1535.245,0,0,0,0,0,0,0,0,0,0,0,0,
9064,73.04855847437484,33.327003,,,,,,,,,,,0,0,0,0,0,0,0,0,1675.0,0,0,0,0,1329.2234,0,0,0,0,0,0,0,0,0,0,0,0,1757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.8523,0,0,0,0,1576.0,0,0,0,0,
9077,89.04624548357299,33.342857,,,,,,,,,,,0,0,0,0,1871.9504,1707.5785,0,0,0,0,0,0,1627.4512,0,0,0,0,0,0,1785.9385,0,0,0,1647.7992,0,0,0,0,0,0,0,0,0,0,0,1677.5626,0,0,0,0,0,0,0,0,0,0,1715.0,0,0,0,0,0,0,0,0,0,0,
9078,89.04554957926955,33.344,,,,,,,,,,,0,0,0,0,0,0,1653.9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540.7032,0,0,1571.9872,0,0,0,0,0,0,0,0,1618.0265,0,0,0,0,0,1535.5166,0,0,0,0,0,0,0,
9103,73.0477339795799,33.37625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619.0,0,0,0,1753.0,0,0,2588.0,0,0,0,0,0,0,0,0,0,0,0,0,1403.9912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9106,89.03993950441588,33.383335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669.8597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658.4945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.7316,0,
9120,89.04294173946938,33.399998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592.9319,1594.3317,1851.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9141,103.04590873697329,33.431667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.0,0,0,0,0,0,0,0,0,0,554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.98895,0,0,0,0,0,0,0,
9153,89.04475568932709,33.455833,,,,,,,,,,,0,1618.41,0,0,1868.2401,0,1623.3304,1621.1357,0,0,0,0,0,0,0,0,0,0,0,1825.7771,0,0,0,0,0,0,0,0,0,0,0,1576.8363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9158,87.04705039837592,33.471664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.0,0,0,0,1039.9836,1058.6523,0,0,0,0,0,0,0,0,0,0,0,0,0,
9159,89.04355227432443,33.473747,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676.3392,1652.4321,0,0,0,0,0,1616.1216,0,0,0,1681.87,0,0,0,0,0,0,0,0,0,0,
9161,88.04951715066342,33.475002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.0,0,0,0,0,0,0,0,0,0,0,415.0,0,0,0,0,0,0,386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.53207,
9164,89.04522145345156,33.483574,,,,,,,,,,,0,0,1642.7788,0,0,0,0,0,0,0,0,1733.4891,0,0,0,0,1901.5883,1528.9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588.0907,0,0,0,1726.2844,0,0,0,0,0,1655.7466,0,0,0,0,0,0,0,0,0,0,0,0,
9176,59.04999923706055,33.5225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390.4431,0,0,0,0,0,0,0,0,0,0,1453.0,0,0,0,0,0,1375.0,0,0,0,0,0,0,0,0,1392.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9186,89.04664331289388,33.54,,,,,,,,,,,1896.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775.9712,0,0,0,0,1731.8297,0,0,0,0,
9189,103.05057857068083,33.546665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.3804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.26624,0,0,0,0,0,0,0,0,0,577.0,0,0,0,0,0,0,0,0,0,0,0,
9215,71.05257353864086,33.59654,,,,,,,,,,,0,5274.1978,3683.467,0,0,5857.444,0,11778.577,4019.5193,4576.125,7699.608,4218.7173,0,9577.628,0,5813.898,7736.469,17434.46,0,4227.395,0,21412.766,22250.854,16432.814,11553.517,9375.388,7585.8735,0,6019.95,3659.685,5488.385,23656.701,7541.1035,4159.287,30775.229,2966.2834,11823.342,0,14858.154,0,0,8172.672,5273.4185,8395.019,5812.1626,8195.024,0,5343.961,9574.005,18109.89,5739.0615,0,5989.322,6704.446,8544.92,17449.107,0,
9218,71.05046117996449,33.602,,,,,,,,,,,0,0,0,0,0,0,23350.691,0,0,0,0,0,41624.406,0,0,0,0,0,0,0,46345.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29086.74,0,0,0,0,0,0,0,0,0,0,0,31975.445,0,0,0,0,0,
9234,73.04922279615893,33.64167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773.6802,0,0,0,1746.8408,0,1649.0,0,0,1724.0,0,0,0,0,1684.0,0,0,0,1654.6542,0,1817.6475,0,1832.8899,0,0,0,0,0,0,0,0,0,0,0,0,2865.0,0,0,0,
9250,73.04998012028891,33.673336,,,,,,,,,,,1458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688.9646,0,0,0,0,0,0,1612.3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9251,89.04129887575162,33.678333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651.0,0,0,0,0,0,1951.2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582.2119,0,
9263,58.05187854173349,33.69222,,,,,,,,,,,0,0,0,0,0,6521.0,0,0,0,0,0,0,0,8443.564,0,0,0,0,0,5290.0,0,8541.085,0,0,0,0,0,4938.0,0,0,6223.0728,3070.0,0,0,5763.8555,0,0,0,0,0,0,0,0,0,3080.5833,0,0,0,0,0,0,0,0,0,0,0,0,
9277,58.053057005985515,33.701664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243.338,0,0,0,0,0,0,0,0,0,0,0,0,5053.981,0,0,0,0,0,0,0,6489.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9281,59.0508019467993,33.7125,,,,,,,,,,,0,0,0,0,1499.1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.0,0,0,0,0,0,1573.0,0,0,0,0,0,0,0,0,0,1458.0,0,0,0,0,0,0,0,0,
9305,87.04606142288121,33.751667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.0,0,1004.24945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.5616,0,0,0,0,0,0,0,0,0,0,
9322,89.04704188587169,33.77,,,,,,,,,,,0,0,1594.7046,0,0,0,1658.1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653.3915,0,1582.0946,0,0,0,0,0,0,0,1826.4122,1768.0,0,0,0,
9330,73.05000305175781,33.78,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1401.3821,0,0,0,0,0,0,0,0,0,0,1739.0,0,1331.257,0,0,0,0,1617.0,0,0,0,1337.6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9335,89.04516268533686,33.781998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1598.1486,0,0,0,1684.3295,0,0,0,0,0,0,0,0,0,0,0,1916.7355,0,0,0,0,0,0,0,0,1656.6302,1675.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9338,89.04436758691575,33.785,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.793,0,0,0,0,1723.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.7483,
9372,89.04941563154834,33.833332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744.5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757.3357,0,0,1569.4507,0,0,0,0,0,0,
9381,89.04055090207198,33.84625,,,,,,,,,,,1890.4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638.4564,0,0,0,0,0,0,0,0,0,0,0,1590.4812,0,0,1652.2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9403,71.06153584841287,33.87875,,,,,,,,,,,0,0,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.0,0,0,0,721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.88635,
9406,101.04016561234903,33.888,,,,,,,,,,,348.0,0,0,0,414.24988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.0,0,0,0,0,0,0,0,0,0,378.0,0,0,0,0,0,0,0,0,0,333.23398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9415,87.05135587307127,33.895,,,,,,,,,,,0,0,0,0,0,0,0,0,1123.3069,0,0,0,0,0,1108.2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9430,87.04570790942988,33.914997,,,,,,,,,,,0,0,0,0,0,1089.694,1110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9433,73.04900830188096,33.922,,,,,,,,,,,0,0,0,0,0,0,0,1467.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.0,0,0,0,0,0,0,0,0,0,2354.862,0,0,0,0,0,0,1570.0,0,0,0,0,0,0,0,1435.0,
9447,89.04218767392342,33.94,,,,,,,,,,,1896.7643,0,1650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736.6638,0,0,0,0,0,0,0,0,0,0,0,0,0,1612.9681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9451,73.05138306538473,33.946,,,,,,,,,,,0,0,0,0,1672.5259,0,0,0,1587.7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632.0,0,0,0,0,1585.161,0,0,0,0,0,0,0,0,0,0,0,1383.0,0,
9452,59.04844479261061,33.948334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393.0,0,0,0,0,0,1316.591,
9457,89.03707245043417,33.951668,,,,,,,,,,,0,0,0,0,0,1666.9597,1611.7758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9466,89.04304909051966,33.97333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.5427,0,0,0,0,0,0,0,0,0,0,1588.4303,0,0,0,0,0,0,0,0,1624.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9471,101.03248757559452,33.975002,,,,,,,,,,,0,0,449.06104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.0,0,0,0,0,0,0,0,368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.30826,0,0,0,0,0,
9482,103.05567778049338,33.99667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.3131,0,0,0,
9483,59.04999923706055,33.998333,,,,,,,,,,,0,0,0,1431.4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452.0,0,0,0,1458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9486,59.04639760489164,34.005,,,,,,,,,,,0,1361.0,0,0,0,0,0,0,0,0,0,0,0,0,1350.0823,0,0,0,0,0,0,0,0,0,1337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9508,87.04832447610997,34.034,,,,,,,,,,,0,0,0,1207.8324,0,0,0,0,0,0,0,0,0,0,0,1165.8796,0,0,0,1150.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228.2981,0,0,0,1129.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9515,89.04714907242484,34.044,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.9213,0,0,0,0,0,0,0,0,0,0,0,1733.1044,0,0,1668.9398,0,0,0,0,0,0,0,0,0,0,0,0,1591.0779,0,0,0,0,0,1568.1052,0,
9518,85.03945857569698,34.05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.65814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.33527,0,0,0,0,0,0,419.0,0,
9546,73.04861474262009,34.091667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.4374,2060.0964,0,0,0,0,0,0,0,
9552,73.04884255029232,34.09786,,,,,,,,,,,0,0,0,1702.3551,0,0,0,1505.0,0,0,0,0,0,0,0,0,0,0,1581.191,1723.651,0,0,0,0,0,0,1740.0,0,0,0,0,0,0,0,1417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465.8523,
9580,89.04470325761767,34.12625,,,,,,,,,,,0,0,0,0,1921.2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.4689,0,0,0,0,0,0,0,0,0,0,1927.9412,1692.9916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9586,89.04300212660023,34.14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.9739,0,0,0,0,1625.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625.1287,
9598,89.04631879629453,34.155,,,,,,,,,,,0,0,0,0,1891.6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723.4392,0,0,0,1882.3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9620,89.04439122489275,34.183334,,,,,,,,,,,0,1606.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.5475,0,0,0,0,0,0,0,0,0,1621.8479,1690.5139,0,0,0,0,0,0,0,0,0,0,1697.0,0,0,0,0,0,0,0,0,0,0,0,1621.7771,0,0,0,0,0,
9627,59.05091289721705,34.193333,,,,,,,,,,,0,0,0,0,0,0,0,0,1384.5957,0,0,1365.6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9628,89.04605622947335,34.193752,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.3586,0,0,0,0,0,0,0,1701.1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723.249,0,0,0,0,0,0,0,1659.0968,0,0,0,0,0,0,0,0,0,0,
